system_ID,mean
ASV2019-A07,2.624415832142222
ASV2019-A08,1.7949443501244442
ASV2019-A09,1.8128093158666667
ASV2019-A10,3.477987421382222
ASV2019-A11,2.0712250712266664
ASV2019-A12,2.923177815253333
ASV2019-A13,1.8457935169555555
ASV2019-A14,2.7678522194666666
ASV2019-A15,3.034851039911111
ASV2019-A16,2.021168347413333
ASV2019-A17,1.8002893047644444
ASV2019-A18,1.9530277306177777
ASV2019-A19,2.1288436144133334
ASV2019-nat,3.5935786562888885
